name,num,images,description,website
昭和浴場,365,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/70a66144e0e26721e59ba12526b72759-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/c810bd0eb48935d4ef5b2ab1b4bff949-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1d6d9068a119b7930c2595115e8cac6b-300x200.jpg""]",テレビで大反響！　世界一のマジシャン、タジマジックのマジックショーが入浴料だけで見られる銭湯です。金曜日は深夜3時まで営業。土日は薬湯実施。サウナは激安100円で、次回の無料券をプレゼント。インタビュー記事はこちら。最新の銭湯情報はこちら,https://showa-bathhouse.com/
クラブ湯,366,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/55c8a521c338a7a46c4bbd7039b154b4-250x170.jpg""]",駅に近く、清潔をモットーに薬湯、強力ジェットバスが好評です。ペンキ絵のある昔ながらの銭湯です。最新の銭湯情報はこちら,https://www.city.tokyo-nakano.lg.jp/kusei/public/kuhou/2022/kuhou0205.files/230205_all.pdf
清春湯,369,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_4996-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4997-234x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4998-350x234.jpg""]",2013年9月にリニューアル。超強力なジェットが疲れを癒します。男湯の露天風呂、女湯の軟水風呂はぬる湯です。背の高い座椅子で、ひざへの負担を減らしています。シャワーはすべてホース付き。サウナは男湯が乾式、女湯がスチームになっており、水風呂は超冷えています。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,https://www.city.tokyo-nakano.lg.jp/kusei/public/kuhou/2022/kuhou0205.files/230205_all.pdf
月の湯,370,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/4eb4d79c01ef1b55facb6381fcfa91b7-250x170.jpg""]",ジェットが強力な熱めのお湯が自慢。乾式サウナは低温です。正月2日のみ8:00～13:00の朝湯を実施。清潔としっかりした挨拶を心がける昔ながらの銭湯です。最新の銭湯情報はこちら,https://www.city.tokyo-nakano.lg.jp/kusei/public/kuhou/2022/kuhou0205.files/230205_all.pdf
天然温泉 たからゆ,371,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_0564-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_7709-th-300x225.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_7792-th-300x225.jpg""]",※水質検査の結果、温泉として営業許可を得ました。2025年4月17日より「天然温泉 たからゆ -中野若宮温泉-」として営業します。2023年10月6日（金）リニューアルオープン。広々とした高濃度炭酸泉、気泡が毛穴の奥まできれいにしてくれるシルキーバス（露天）、ジェット座風呂、水風呂（ラドン泉）を完備。各浴室に高温オートロウリュサウナ、コンフォートサウナを設置。男女の浴室を月ごとに入れ替えるので、種類の異なるサウナを月替わりで楽しめます。お湯は肌はしっとり、髪の毛はさらさらになる超軟水を使用。Instagram：takarayu_nakanoWEB1010の紹介記事はこちら。最新の銭湯情報はこちら,http://www.takarayu.com/
昭和湯,372,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/b851a01e63df547f9ca17fc3bbf28356-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/fe1154bdc320a41f5a7d1579538bcd73-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/00910f1d79dd2a3d82efdc8f825bc5b5-300x200.jpg""]",質のいい井戸水を薪で沸かしています。熱めのお湯が自慢です。よく冷えた水風呂が好評。ジェットが強力です。ダイナミックなタイルの壁絵が浴室を彩ります。掃除に力を入れ清潔感に自信がある、昔ながらの銭湯です。銭湯ランナー歓迎、荷物の一時預かり可能です。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://www.city.tokyo-nakano.lg.jp/kusei/public/kuhou/2022/kuhou0205.files/230205_all.pdf
上越泉,373,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/f83123108b4fec0740b4761c825defc1-250x170.jpg""]",いつも清潔で人気です。日曜・祝日は薬湯を実施。最新の銭湯情報はこちら,https://www.city.tokyo-nakano.lg.jp/kusei/public/kuhou/2022/kuhou0205.files/230205_all.pdf
大和湯,374,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_3230-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_3158-th-300x225.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_3139-th-300x225.jpg""]",2026年4月11日（土）、リニューアルオープン！高円寺の住宅街に、肌の新陳代謝を促し、肌荒れ防止効果が期待できる「高純度軟化水（軟水）」を導入した銭湯が誕生!!　全面改装により、新たに広々とした高濃度浸透炭酸泉、シルキーバス、ジェットバス（2種）、電気風呂、水風呂、サウナを設置。シンプルで落ち着いた雰囲気に生まれ変わった大和湯でリラックスタイムをお過ごしください。最新の銭湯情報はこちら,https://www.city.tokyo-nakano.lg.jp/kusei/public/kuhou/2022/kuhou0205.files/230205_all.pdf
中野寿湯温泉,375,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/f7febe21077539310ced19cae2242979-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/f233d801571bd398a56205736ee6d1df-300x169.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/ffca7c810e517b2efa8ab1b926787551-300x168.jpg""]",昔ながらの天井が高い銭湯です。店名のとおり天然温泉。身長計と体脂肪計を設置。大小の貸しタオルセットあり(100円)。ロビーが広くてくつろげます。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,https://nakano-kotobukiyu.studio.site/
新越泉,376,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5014-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5015-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5016-350x293.jpg""]",地下のお風呂です。ゆっくり入浴して下さい。広いサロンもあります。日替わりの薬湯を実施。お肌にやさしい軟水のお風呂です。最新の銭湯情報はこちら,http://shinetusen.com/
一の湯,378,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5022-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5023-350x233.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5024-233x350.jpg""]",2010年春リニューアル！　全て軟水使用。ミストサウナあり。露天岩風呂は男湯のみ。軟水、硬水はお持ち帰り可。女湯のみ無料のリサイクルコーナーがあります。男湯のみ喫煙室を設けています。WEB1010の紹介記事はこちら。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,http://www.ichino-yu.jp
えごた湯,379,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_9791-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_9809-th-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_9861-th-300x200.jpg""]",2021年9月5日（日）、リニューアルオープン！　「ジオ銭湯」をコンセプトに、地下という立地を活かし、まるで地球の内部にいるような雰囲気へ全面改装!!　浴室には足を踏み入れた瞬間、お湯のゆらぎを感じてリラックスできます。広々した炭酸泉のほか、ジェット、座風呂、電気風呂、サウナを完備。お湯は肌に優しいオール軟水。水風呂は青くライトアップされ冷感アップ！　木曜・日曜は薬湯を実施。「地球を感じるオアシス銭湯」でおくつろぎください。設計は建築家の今井健太郎氏です。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://egotayu.com/
弁天湯,380,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5039-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5040-350x239.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5041-350x240.jpg""]",ロビーにイラストレーターのイラスト、銭湯書家による作品を展示中。毎週木曜日は入浴剤「温泉源」を使用、毎週日曜日は各種薬湯を実施。質のよい井戸水を沸かしたお風呂です。BGMの流れる広いロビーでおくつろぎください。銭湯ランナー歓迎、荷物の一時預かり可能です。WEB1010の紹介記事はこちら。紹介エッセイはこちら。インドアビューはこちら。最新の銭湯情報はこちら,https://suginami1010.com/benten-yu/
香藤湯,381,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5049-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5050-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5051-350x263.jpg""]",大きな浴槽でのびのびリラックス。高円寺駅からも７分。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://suginami1010.com/kotoyu/
なみのゆ,382,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/naminoyu-top-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5056-350x197.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5057-350x197.jpg""]",楽しみがギュッと詰まってます。朝湯（毎週日曜8:00～12:00、オリジナルブレンドコーヒーをサービス）と温水プールをどうぞ。質のよい井戸水を沸かした熱めのお湯が自慢で、ペンキ絵もあります。店内にはBGMを流し、挨拶と掃除に力を入れています。2階に施療所を併設していますので、合わせてご利用ください。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,http://naminoyu.com/
小杉湯,383,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/kosugiyu-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5059-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5060-350x263.jpg""]",昭和8（1933）年創業。唐破風屋根を構える重厚な建物です。2003年のリニューアルでギャラリーを創設、3年先まで予約でいっぱいの盛況です。全ての湯水に自然回帰水を導入しました。名物ミルク風呂、好評の日替わり湯、温度の違う4つの浴槽、温冷浴が人気です。営業前にイベントを多数実施しています。銭湯ランナーには荷物の一時預かりをして歓迎します。最新の銭湯情報はこちら,http://www13.plala.or.jp/Kosugiyu/
玉の湯,384,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5066-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5067-350x233.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5068-350x238.jpg""]",ペンキ絵があり、井戸水を沸かしたお湯を使う昔ながらの銭湯です。よく冷えた水風呂があります。挨拶と清掃は行き届いています。銭湯ランナー歓迎、荷物の一時預かり可能です。インドアビューはこちら。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://suginami1010.com/tamanoyu/
阿佐ヶ谷温泉 天徳泉,385,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1-1-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1-2-th-300x225.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1-3-th-300x200.jpg""]",質のよい井戸水を沸かしています。ハーブの香りが漂うスチームサウナと水風呂も人気です。しっかりした挨拶と清潔さが自慢です。2023年2月、天然温泉として認定されました。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://suginami1010.com/tentokusen/
杉並湯,387,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5079-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5080-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5081-350x263.jpg""]",天然地下水を使用していますので、お肌にやさしく湯冷めしにくいお湯です。ここのお湯は違う！　と近所の皆様にも好評です。体の芯まで温まり、お肌つるつる、温泉気分が味わえます。また、水深約1mの深風呂は、水圧がしっかりかかるため血行促進に有効で、むくみや冷え性の解消にお勧めです。おもてなしの心でお迎えしています。レトロな雰囲気がホッとする隠れ家銭湯です。インドアビューはこちら。最新の銭湯情報はこちら,https://suginami1010.com/suginamiyu/
ゆ家和ごころ　吉の湯,388,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5085-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5086-350x243.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5087-350x245.jpg""]",広い露天コーナーには高濃度炭酸泉、壷風呂（水、土は温泉）、コンフォートサウナ、水風呂があります。内風呂の強力ジェットバス、電気風呂も人気です。銭湯ランナー歓迎、荷物の一時預かり可能です。WEB1010の紹介記事（マンガ）はこちら。インドアビューはこちら。最新の銭湯情報はこちら,http://yoshinoyu.sakura.ne.jp/
桜湯,390,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5103-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5104-263x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5105-350x263.jpg""]",水曜は週替わりでハーバルバスを実施しています。ペンキ絵のある清潔でマイナスイオンたっぷりの大きな浴槽。熱めのお湯が自慢で挨拶はしっかり、を心がけています。サウナは男湯のみ。インドアビューはこちら。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,https://suginami1010.com/sakurayu/
第二宝湯,392,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/01-yokusitsu-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/ca451b799fdf4a96e13421951c5a7cdb-300x300.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/03-300x300.jpg""]",井戸水の水風呂、電気風呂、3馬力のジェット風呂、アワ風呂が皆さまをお待ちしています。男湯の乾式サウナは、大きなテレビを設置しています。ペンキ絵もお楽しみください。日曜日は天然ラベンダー等の薬湯を実施。インドアビューはこちら。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://suginami1010.com/daini-takarayu/
井草湯,393,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/73b799a2454a382a45f8194c2e08de69-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/5451e0aade1c6ba5897d50782cf738b7-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2161d691730238c6bc14e6b0f136e978-300x200.jpg""]",2018年4月18日（水）、リニューアルオープン。シルキーバス、高濃度炭酸泉（露天）、コンフォートサウナ、子供向けの浴槽などを備えます。2階に休憩室、キッズルームがあります。紹介エッセイはこちら。インドアビューはこちら（リニューアル前）。最新の銭湯情報はこちら,https://suginami1010.com/igusayu/
秀の湯,395,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5133-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5134-350x249.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5135-350x244.jpg""]",井戸水を沸かしています。サウナ、炭酸泉付露天風呂、薬草風呂が好評で、強力ジェットも人気。日替わり薬湯を実施。広いロビーでゆっくりおくつろぎください。駐車場13台分、屋根付き駐輪場25台分あります。WEB1010の紹介記事はこちら。インドアビューはこちら。最新の銭湯情報はこちら,https://hidenoyu.wixsite.com/index
文化湯,396,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5143-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5144-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5145-350x263.jpg""]",天井が高く大きな湯船で開放感があり、ゆっくりと入浴できます。お湯は質のよい井戸水を使用。ジェットが強力です。掃除に力を入れていますから、清潔感には自信があります。最新の銭湯情報はこちら,https://suginami1010.com/bunkayu/
天狗湯,398,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/98eb39fa64b5ba61fb6fc6ea15948d63-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/e33173d1977942c30060686001f189e2-300x225.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/75c01b4e5b735151b9c71fd61f021212-300x225.jpg""]",4つの湯船でお待ちしています。高温浴槽（43度程）は深い湯船。気泡浴槽（41度程）。ミルク風呂（39度程）。水風呂は地下水掛け流しです。天然石半身浴コーナー、Ｗ立ちシャワーもございます。ジェットは強力、地下160メートル井戸水で沸かしたお湯も、大きな背景画もあります。銭湯ランナー歓迎、荷物の一時預かり可能です。WEB1010の紹介記事はこちら。（リニューアル前の紹介記事はこちら）インドアビューはこちら。最新の銭湯情報はこちら,http://blog.livedoor.jp/sirakababbq/
GOKURAKUYA,399,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/001-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/0041-300x225.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/003-300x225.jpg""]",環八と青梅街道の交差する四面道近くのこじんまりとした銭湯です。ミネラル豊富で肌に優しい地下100mの天然水を100%使用。有名スパでも採用されている「シルクバス」のお湯は、超ミクロの泡で絹のようになめらか。デトックス効果で肌はすべすべ、保温効果も持続するので冷え性の方にもおすすめです！　浴室にはリンスインシャンプーとボディソープを備え付け、ドライヤーはパナソニックのナノイーEH-NA9Xで、髪を美しく素早く乾かします。レンタルのフェイスタオルは50円、バスタオルは150円。ミニサイズの化粧品（資生堂）は各70円。お風呂上がりのビール、サワーもご用意しております。近隣にコインパーキングがあります。最新の銭湯情報はこちら,https://suginami1010.com/gokurakuya/
湯の楽代田橋温泉,400,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5169-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5170-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5171-350x263.jpg""]",甲州街道沿いの分かりやすい場所にあります。２つの浴室を毎日男女入れ替えて、異なる設備を楽しんでもらえます。「かぐらの湯」は日替わり薬湯、塩サウナなど、「いずみの湯」は露天風呂、高温サウナなどがあります。インドアビューはこちら。最新の銭湯情報はこちら,https://suginami1010.com/yunoraku/
大黒湯,401,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5176-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5177-350x233.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5178-350x238.jpg""]",バリアフリー、たくさんの手すり、脱衣場に多数そろえたイスなど、高齢者にやさしい銭湯です。トイレも広くて使いやすいです。広い浴槽が自慢。スチームサウナあり。ペンキ絵がある浴室には、薪で沸かしたお湯があふれています。インドアビューはこちら。最新の銭湯情報はこちら,https://suginami1010.com/daikokuyu/
吹上湯,404,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/00C06224-1024x683-1-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/00C06231-1024x683-2-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/00C06237-1024x683-1-300x200.jpg""]",北品川駅から川崎方面へ徒歩2分、左手に見える煙突が目印です。備長炭入りの滑らかなお湯は少し熱めで、疲労回復にも効果的。手ぶら入浴セットもあるので、お仕事帰りにも気軽にご利用いただけます。インドアビューはこちら。最新の銭湯情報はこちら,http://www.shinagawa1010.jp/list/fukiageyu.html
北品川温泉 天神湯,405,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_K4A0090-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_K4A9922_ss-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_K4A0116-200x300.jpg""]",天然温泉に強力なジェットバス、熱めのお湯が自慢です。BGMの流れる店内はバリアフリーで、広いロビーでゆったりとくつろぐことも。シンプルな中にも贅沢な空間をお楽しみください。WEB1010の紹介記事（マンガ）はこちら。インドアビューはこちら。最新の銭湯情報はこちら,http://www.tenjinyu.com
西品川温泉 宮城湯,407,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5196-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5197-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5198-350x234.jpg""]",フロントは２階にあり、１階と３階の浴室は男湯/女湯が毎週入れ替わります。昼は日光浴、夜は星空を眺めながら、屋根のない露天風呂でのんびりとしたひとときをどうぞ。WEB1010の紹介記事（マンガ）はこちら。WEB1010の紹介記事はこちら。インドアビューはこちら。最新の銭湯情報はこちら,http://www.miyagiyu.co.jp/
高松湯,409,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5208-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5209-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5210-234x350.jpg""]",常連のお客様が気軽に声をかけあう、山の手にあってもどこか下町的な、フレンドリーな銭湯です。ご家族連れや銭湯ランナーも歓迎です。レトロなたたずまいと、静かで落ち着いた雰囲気はまさに都会のオアシス。自然教育園で森林浴を楽しんだ後は、ゆっくり湯船につかって心も体も開放してみませんか。インドアビューはこちら。最新の銭湯情報はこちら,http://www.shinagawa1010.jp/list/takamatsuyu.html
金春湯,410,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/TOP_20151213_161354_HDR-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/4_20151213_161222_HDR-300x169.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_20151213_160953_HDR-300x169.jpg""]",「銭湯っぽくない」といわれるモダンな外観。浴槽も洗い場も脱衣場も広々として、手足を伸ばしてゆっくり入れます。高性能ろ過器と自動殺菌によるきれいなお湯を、温度の異なる３つの浴槽で楽しめます。銭湯ランナーも歓迎です。インドアビューはこちら。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,https://kom-pal.com/
水神湯,412,"[""https://www.1010.or.jp/map/wp-content/uploads/2025/03/Gmn7VIjaEAAXC6T-250x170.jpg""]",※2025年3月22日、営業再開しました。昭和27年創業。肌あたりが柔らかく、体の芯から温まると評判です。広い湯舟でゆったり体を伸ばし、日々の疲れを癒してください。最新の銭湯情報はこちら,https://suijinyu.com/
すえひろ湯,413,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_1585-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_1583-th-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_1593-th-300x200.jpg""]",2022年12月16日より営業を再開。珍しい八角形の洗い場に「寝風呂」「電気風呂」「座風呂」「ミクロバイブラ」など充実の浴槽設備。男女ともに水風呂を新たに設け、男湯のサウナはスペースを拡張。フロントではサーバーから注ぐ2種類のクラフトビールを用意しているほか、缶のクラフトビールも充実。WEB1010の紹介記事（マンガ）はこちら。インドアビューはこちら。最新の銭湯情報はこちら,http://www.shinagawa1010.jp/list/suehiroyu.html
東京浴場,414,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/00C05832-1024x683-1-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/00C05897-1024x683-1-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/00C05917-1024x683-1-300x200.jpg""]",伝統的な宮造りの銭湯で、ロビーは広くてゆったり。鯉の池もある手入れの行き届いた中庭と夜空を眺めながら、薬湯風呂をお楽しみください。インドアビューはこちら。最新の銭湯情報はこちら,http://www.shinagawa1010.jp/list/tokyo_a.html
みどり湯,415,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/00C07238-1024x683-1-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/00C07215-1024x683-1-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/00C07230-1024x683-1-300x200.jpg""]",サウナ、エステバス、バイブラ、ボディーマッサージ等があります。薪で沸かしたお湯は入りやすい温度設定で、強力なジェットも自慢。清潔感あふれるアットホームな銭湯です。ぜひいらして下さい。インドアビューはこちら。最新の銭湯情報はこちら,http://www.shinagawa1010.jp/list/midoriyu.html
ピース湯,416,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5216-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5217-233x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5218-233x350.jpg""]",オール軟水にこだわり、強めの電気風呂、40℃の岩風呂、露天風呂など、豊富な浴槽設備が自慢です。井戸水を使った軟水は肌にやさしく、美肌効果も抜群。駐車場はタイムスの100円券をサービス。地域の人々の憩いの場としても親しまれています。WEB1010の紹介記事はこちら。WEB1010の紹介記事（マンガ）はこちら。インドアビューはこちら。最新の銭湯情報はこちら,http://www.shinagawa1010.jp/list/peaceyu.html
武蔵小山温泉　清水湯,417,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5225-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5226-350x245.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5227-350x233.jpg""]",天然の黒湯温泉と黄金の湯、２つの温泉は美肌効果満点です。強力なジェットバスや露天風呂、女性専用の岩盤浴、横になって休める休憩スペースなど設備も充実。毎週日曜8時より朝湯を実施。自家製温泉卵も好評です。WEB1010の紹介記事（マンガ）はこちら。インドアビューはこちら。最新の銭湯情報はこちら,http://www.shimizuyu.com
東京浴場,418,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_6740-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_6852-th-300x221.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_6861-th-300x200.jpg""]",2020年7月19日（日）、リニューアルオープン。毎日朝5時より朝風呂営業。漫画7000冊超巨大＆可動本棚があります。浴室にはブランデーの樽を加工した「井水掛け流し樽水風呂」を設置。インドアビュー（リニューアル前）はこちら。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://245tokyoyokujo.com/
戸越銀座温泉,421,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5243-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5244-250x350.jpg""]",2007年４月リニューアルし、温泉銭湯になりました。趣の異なる２種類の浴室は週替わりで男女を入れ替えます。黒湯の天然温泉をお楽しみください。インドアビューはこちら。最新の銭湯情報はこちら,http://togoshiginzaonsen.com
中延温泉 松の湯,423,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/16328-9-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/16328-1-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/16328-2-300x200.jpg""]",天井が高く、開放感がある宮造り銭湯です。雰囲気の異なる２つの浴室があり、男湯はロッキーサウナ＋日本庭園に面した炭酸露天風呂、女湯は赤外線サウナ＋ヒノキの炭酸露天風呂をお楽しみいただけます。浴槽、シャワー、カランなど使用している湯水は全て天然温泉です。Wi-Fi（ドコモ、au)使えます。女湯には籐の脱衣籠があります。WEB1010の紹介記事はこちら。WEB1010の紹介記事（マンガ）はこちら。インドアビューはこちら。最新の銭湯情報はこちら,https://matsunoyu.com/
